loan_id,company_name,hq_country,asset_description,asset_value,asset_owner,loan_value,loan_currency
L078965,Copperfield Timber Ltd,Italy,Turin Cold Storage Depot,1074201,Millbrook Holdings Inc,1121056,EUR
L078966,Copperfield Timber Ltd,Italy,Turin Cold Storage Depot,1074201,Millbrook Holdings Inc,1825840,EUR
L078967,Kestrel Industries,Austria,Salzburg Warehouse,230445,Kestrel Industries,406334,EUR
L078968,Briarwood Timber Ltd,Ireland,Cork Warehouse,646824,Briarwood (Limerick) Ltd,761186,EUR
L078969,Elmsworth Logistics,Poland,Poznan Distribution Centre,349691,Elmsworth Logistics,239555,PLN
L078970,Silverlake Textiles,United Kingdom,Glasgow Freight Hub,2351932,Silverlake (Glasgow) Ltd,1815946,GBP
L078971,Tanglewood Logistics,Austria,Graz Regional Headquarters,489536,Tanglewood Logistics,673788,EUR
L078972,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill Holdings,1112954,EUR
L078973,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,2979320,EUR
L078974,Ashcombe Materials,Ireland,Galway Manufacturing Plant,280957,Ashcombe Materials,407825,EUR
L078975,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,351568,EUR
L078976,Marlowe Retail Group,United States,Austin Warehouse,1175265,Marlowe Retail Group,1123330,USD
L078977,Pemberton Engineering,Sweden,Uppsala Processing Plant,1017744,Pemberton Engineering,1717892,SEK
L078978,Hawksmoor Supply Co,Ireland,Limerick Distribution Centre,171020,Hawksmoor Supply Co,246384,EUR
L078979,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Tanglewood (Genoa) Ltd,563545,EUR
L078980,Larkspur Agritech,Ireland,Waterford Office Campus,2426361,Larkspur Agritech,10104743,EUR
L078981,Foxglove Timber Ltd,France,Lyon Cold Storage Depot,390566,Foxglove (Lyon) Ltd,565678,EUR
L078982,Silverlake Materials,Belgium,Ghent Processing Plant,1939910,Silverlake Materials,3325545,EUR
L078983,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,273454,GBP
L078984,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,1081756,EUR
L078985,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,104021,GBP
L078986,Foxglove Timber Ltd,France,Toulouse Assembly Line Facility,1652200,Foxglove Timber Ltd,2108807,USD
L078987,Larkspur Agritech,Ireland,Waterford Office Campus,2426361,Larkspur Agritech,1669154,EUR
L078988,Foxglove Timber Ltd,France,Lyon Cold Storage Depot,390566,Foxglove Timber Ltd,528583,EUR
L078989,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Amberfield Holdings SA,1237882,GBP
L078990,Ironwood Industries,Germany,Dresden Assembly Line Facility,1189324,Ironwood Industries,2085995,EUR
L078991,Duskwood Auto Parts,France,Toulouse Processing Plant,798787,Duskwood Auto Parts,1104641,EUR
L078992,Westfold Industries,Japan,Osaka Storage Facility,783755,Silverlake Holdings Group,3911192,JPY
L078993,Briarwood Timber Ltd,Ireland,Galway Regional Headquarters,462744,Briarwood (Limerick) Ltd,607001,EUR
L078994,Sundale Agritech,Italy,Genoa Processing Plant,836009,Sundale Agritech,716465,EUR
L078995,Halbrook Supply Co,United States,Charlotte Assembly Line Facility,321808,Halbrook (Ohio) Ltd,234925,GBP
L078996,Zenbridge Pharma,Portugal,Coimbra Warehouse,212098,Zenbridge Pharma,297032,EUR
L078997,Solaris Timber Ltd,Finland,Tampere Storage Facility,660886,Solaris Timber Ltd,4470,EUR
L078998,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Nordholt Holdings Group,1544405,CHF
L078999,Pemberton Engineering,Sweden,Gothenburg Manufacturing Plant,1642477,Pemberton Engineering,7283830,SEK
L079000,Halbrook Supply Co,United States,Ohio Office Campus,591842,Vireo Holdings Inc,471342,USD
L079001,Everholt Textiles,Netherlands,Eindhoven Assembly Line Facility,447763,Everholt Textiles,790801,EUR
L079002,Ravensworth Engineering,Sweden,Gothenburg Distribution Centre,387082,Ravensworth (Malmo) Ltd,530690,SEK
L079003,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,867484,EUR
L079004,Brightwell Industries,Belgium,Liege Assembly Line Facility,726540,Grayling Holdings Inc,655094,EUR
L079005,Marlowe Retail Group,United States,Tacoma Regional Headquarters,166011,Marlowe (Austin) Ltd,290597,USD
L079006,Oakhaven Materials,Switzerland,Basel Processing Plant,483023,Oakhaven Materials,509683,CHF
L079007,Nordholt Pharma,Poland,Krakow Assembly Line Facility,621235,Heathcote Holdings SA,529361,PLN
L079008,Vantage Industries,Switzerland,Basel Cold Storage Depot,2396874,Vantage (Lausanne) Ltd,3416435,CHF
L079009,Rathmore Engineering,Austria,Linz Distribution Centre,1873043,Rathmore Engineering,8838,EUR
L079010,Oakhaven Materials,Switzerland,Basel Processing Plant,483023,Oakhaven Materials,1966949,CHF
L079011,Vireo Manufacturing,Germany,Essen Storage Facility,1737852,Vireo Manufacturing,1903534,EUR
L079012,Fenwick Works,Japan,Nagoya Storage Facility,1015676,Fenwick Works,1485485,JPY
L079013,Oakhaven Materials,Switzerland,Lausanne Distribution Centre,172057,Oakhaven Materials,228698,CHF
L079014,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,2872616,EUR
L079015,Millbrook Timber Ltd,Canada,Winnipeg Regional Headquarters,425208,Millbrook Timber Ltd,475888,CAD
L079016,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,458083,JPY
L079017,Corvain Engineering,France,Marseille Manufacturing Plant,373559,Corvain Engineering,407426,EUR
L079018,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,1524511,SEK
L079019,Marlowe Textiles,Austria,Linz Processing Plant,1816634,Marlowe Textiles,3081641,EUR
L079020,Ironwood Manufacturing,Sweden,Malmo Regional Headquarters,2151527,Ironwood Manufacturing,1291573,SEK
L079021,Amberfield Timber Ltd,Sweden,Malmo Storage Facility,236185,Norwich Holdings SA,391798,SEK
L079022,Pinehurst Logistics,Spain,Zaragoza Assembly Line Facility,651077,Pinehurst Logistics,1302154,EUR
L079023,Pinehurst Logistics,Spain,Zaragoza Assembly Line Facility,651077,Pinehurst Logistics,663069,EUR
L079024,Granwell Textiles,United Kingdom,Glasgow Storage Facility,2007281,Granwell (Aberdeen) Ltd,1848712,GBP
L079025,Ravensworth Logistics,Germany,Leipzig Manufacturing Plant,1848831,Windrose Holdings Group,1321867,EUR
L079026,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood (Limerick) Ltd,413809,EUR
L079027,Vireo Manufacturing,Germany,Stuttgart Cold Storage Depot,413955,Vireo Manufacturing,574561,EUR
L079028,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,2179828,EUR
L079029,Caldermill Retail Group,Netherlands,Utrecht Distribution Centre,2140704,Caldermill Retail Group,1636097,EUR
L079030,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,2728796,EUR
L079031,Foxglove Timber Ltd,France,Lyon Cold Storage Depot,390566,Foxglove (Lyon) Ltd,7711,EUR
L079032,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Nordholt Holdings Group,902829,SEK
L079033,Hawksmoor Materials,Netherlands,Rotterdam Warehouse,292899,Hawksmoor Materials,427052,EUR
L079034,Copperfield Timber Ltd,Italy,Verona Office Campus,345966,Millbrook Holdings Inc,443888,EUR
L079035,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,244203,JPY
L079036,Kestrel Materials,Italy,Turin Office Campus,193412,Larkspur Holdings GmbH,288420,EUR
L079037,Windrose Pharma,Spain,Zaragoza Processing Plant,340842,Windrose Pharma,330238,EUR
L079038,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,2457695,EUR
L079039,Windrose Agritech,Portugal,Braga Freight Hub,153704,Windrose Agritech,247737,EUR
L079040,Westfold Works,Spain,Zaragoza Office Campus,971390,Westfold Works,9590,EUR
L079041,Larkspur Agritech,Ireland,Waterford Office Campus,2426361,Larkspur Agritech,3812685,EUR
L079042,Ironwood Manufacturing,Sweden,Uppsala Freight Hub,295804,Ironwood Manufacturing,373970,SEK
L079043,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,4482713,EUR
L079044,Oakhaven Materials,Switzerland,Basel Processing Plant,483023,Oakhaven Materials,357841,CHF
L079045,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,3217384,EUR
L079046,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,558066,EUR
L079047,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Tanglewood Holdings Inc,1420994,EUR
L079048,Ironwood Industries,Germany,Dresden Assembly Line Facility,1189324,Solaris Holdings Group,1960925,EUR
L079049,Thornbury Textiles,Ireland,Cork Storage Facility,243643,Thornbury Textiles,717717,EUR
L079050,Quillon Logistics,Italy,Verona Processing Plant,2197757,Quillon Logistics,7002,USD
L079051,Westfold Works,Spain,Seville Freight Hub,677827,Westfold Works,1099396,EUR
L079052,Nordholt Textiles,United Kingdom,Leeds Freight Hub,860167,Nordholt Textiles,1135892,GBP
L079053,Grayling Foods,Switzerland,Lausanne Assembly Line Facility,228104,Grayling Foods,252264,CHF
L079054,Caldermill Manufacturing,Finland,Turku Distribution Centre,2185544,Caldermill Manufacturing,3106515,EUR
L079055,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill (Turku) Ltd,24846,EUR
L079056,Millbrook Construction,France,Nantes Manufacturing Plant,503097,Vantage Holdings GmbH,1305516,GBP
L079057,Westfold Industries,Japan,Osaka Storage Facility,783755,Westfold Industries,1341951,JPY
L079058,Aldergate Industries,Austria,Salzburg Processing Plant,732365,Aldergate (Graz) Ltd,579813,EUR
L079059,Juniper Textiles,United States,Charlotte Assembly Line Facility,1744166,Ashcombe Holdings Inc,2350577,USD
L079060,Westfold Industries,Japan,Fukuoka Regional Headquarters,870823,Westfold Industries,1081689,JPY
L079061,Fenwick Works,Japan,Osaka Processing Plant,1150957,Ironwood Holdings SA,1189704,JPY
L079062,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,1005838,EUR
L079063,Larkspur Construction,Netherlands,Tilburg Warehouse,2352375,Larkspur Construction,3754213,EUR
L079064,Heathcote Auto Parts,Switzerland,Basel Freight Hub,1150484,Heathcote Auto Parts,1891529,CHF
L079065,Foxglove Timber Ltd,France,Lyon Cold Storage Depot,390566,Foxglove (Lyon) Ltd,449470,EUR
L079066,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,177501,EUR
L079067,Windrose Agritech,Portugal,Porto Manufacturing Plant,581937,Windrose Agritech,555955,EUR
L079068,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,3126372,EUR
L079069,Thornbury Construction,Poland,Krakow Storage Facility,198923,Thornbury (Krakow) Ltd,229065,PLN
L079070,Grayling Textiles,Finland,Tampere Processing Plant,1440729,Grayling Textiles,2284405,EUR
L079071,Sundale Agritech,Italy,Verona Cold Storage Depot,853728,Sundale Agritech,547891,EUR
L079072,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris Foods,1781306,EUR
L079073,Millbrook Timber Ltd,Canada,Winnipeg Regional Headquarters,425208,Millbrook Timber Ltd,351274,CAD
L079074,Brightwell Timber Ltd,France,Nantes Cold Storage Depot,840265,Tanglewood Holdings Inc,36873,PLN
L079075,Solaris Foods,Netherlands,Rotterdam Office Campus,180552,Solaris (Eindhoven) Ltd,138545,EUR
L079076,Underhill Holdings,Portugal,Braga Warehouse,2072143,Underhill (Braga) Ltd,2205025,EUR
L079077,Corvain Construction,Belgium,Ghent Regional Headquarters,670961,Corvain Construction,1095954,EUR
L079078,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Norwich Holdings SA,140005,EUR
L079079,Corvain Construction,Belgium,Antwerp Processing Plant,169481,Kestrel Holdings Group,290960,EUR
L079080,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,123680,GBP
L079081,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood (Limerick) Ltd,282400,EUR
L079082,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,2718266,EUR
L079083,Underhill Holdings,Portugal,Braga Assembly Line Facility,510054,Underhill (Braga) Ltd,398308,EUR
L079084,Duskwood Auto Parts,France,Lyon Manufacturing Plant,1516481,Duskwood Auto Parts,4988,EUR
L079085,Tanglewood Logistics,Austria,Salzburg Regional Headquarters,296579,Tanglewood Logistics,255472,CHF
L079086,Quillon Logistics,Italy,Bologna Distribution Centre,1004285,Quillon Logistics,1664059,EUR
L079087,Millbrook Construction,France,Toulouse Distribution Centre,455395,Vantage Holdings GmbH,816336,CAD
L079088,Ironwood Manufacturing,Sweden,Malmo Storage Facility,625862,Ironwood Manufacturing,64500,PLN
L079089,Briarwood Holdings,Poland,Poznan Freight Hub,162083,Briarwood Holdings,136938,PLN
L079090,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,1002696,EUR
L079091,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Brightwell Holdings SA,1026379,EUR
L079092,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Ironwood Industries,869342,EUR
L079093,Grayling Foods,Switzerland,Lucerne Regional Headquarters,583590,Grayling Foods,23855,CHF
L079094,Sundale Foods,Germany,Leipzig Distribution Centre,266309,Sundale (Bremen) Ltd,454197,EUR
L079095,Brightwell Timber Ltd,France,Lyon Distribution Centre,342607,Brightwell Timber Ltd,330612,JPY
L079096,Nordholt Pharma,Poland,Wroclaw Cold Storage Depot,374439,Heathcote Holdings SA,322061,PLN
L079097,Kestrel Materials,Italy,Bologna Freight Hub,648799,Larkspur Holdings GmbH,607188,EUR
L079098,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,942,GBP
L079099,Cascade Engineering,Poland,Krakow Freight Hub,1782870,Cascade (Krakow) Ltd,2081304,PLN
L079100,Elmsworth Engineering,Ireland,Limerick Assembly Line Facility,1115118,Elmsworth Engineering,928228,EUR
L079101,Nordholt Textiles,United Kingdom,Aberdeen Distribution Centre,163698,Nordholt Textiles,258374,GBP
L079102,Silverlake Materials,Belgium,Antwerp Assembly Line Facility,646178,Silverlake Materials,1292356,EUR
L079103,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Norwich Holdings SA,116360,EUR
L079104,Pemberton Engineering,Sweden,Gothenburg Freight Hub,942509,Pemberton Engineering,810357,SEK
L079105,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade Agritech,116897,GBP
L079106,Briarwood Timber Ltd,Ireland,Galway Regional Headquarters,462744,Briarwood Timber Ltd,599679,EUR
L079107,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe (Austin) Ltd,2152919,CHF
L079108,Aldergate Industries,Austria,Linz Distribution Centre,596504,Vireo Holdings GmbH,498132,EUR
L079109,Silverlake Textiles,United Kingdom,Glasgow Freight Hub,2351932,Silverlake (Glasgow) Ltd,2023430,GBP
L079110,Oakhaven Materials,Switzerland,Lucerne Regional Headquarters,1144962,Oakhaven Materials,692847,CHF
L079111,Marlowe Retail Group,United States,Denver Assembly Line Facility,2172493,Marlowe Retail Group,2191636,USD
L079112,Solaris Foods,Netherlands,Eindhoven Distribution Centre,2441528,Solaris (Eindhoven) Ltd,1881736,EUR
L079113,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Norwich Holdings SA,209366,EUR
L079114,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Bellweather Pharma,305907,EUR
L079115,Elmsworth Engineering,Ireland,Cork Regional Headquarters,646436,Elmsworth Engineering,2365663,EUR
L079116,Rathmore Engineering,Austria,Linz Distribution Centre,1873043,Rathmore Engineering,1421157,EUR
L079117,Corvain Construction,Belgium,Liege Warehouse,330017,Corvain Construction,432554,EUR
L079118,Hawksmoor Materials,Netherlands,Utrecht Storage Facility,854443,Hawksmoor (Tilburg) Ltd,759381,EUR
L079119,Yarrow Holdings,Sweden,Malmo Manufacturing Plant,178046,Yarrow Holdings,280568,SEK
L079120,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill Holdings,2007635,EUR
L079121,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,224137,SEK
L079122,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,522842,EUR
L079123,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood (Limerick) Ltd,416985,EUR
L079124,Aldergate Holdings,United States,Austin Warehouse,978534,Aldergate Holdings,1319707,USD
L079125,Corvain Engineering,France,Marseille Manufacturing Plant,373559,Corvain (Marseille) Ltd,306746,EUR
L079126,Briarwood Timber Ltd,Ireland,Waterford Cold Storage Depot,330998,Briarwood Timber Ltd,328388,PLN
L079127,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Warehouse,1748500,Amberfield Holdings,2601229,EUR
L079128,Windrose Pharma,Spain,Seville Processing Plant,1789833,Windrose Pharma,2674822,EUR
L079129,Cascade Agritech,United Kingdom,Aberdeen Assembly Line Facility,152970,Cascade (Cardiff) Ltd,161516,GBP
L079130,Zenbridge Manufacturing,Spain,Seville Regional Headquarters,2422553,Zenbridge Manufacturing,1956351,EUR
L079131,Tanglewood Auto Parts,Italy,Genoa Manufacturing Plant,611083,Tanglewood (Genoa) Ltd,419593,EUR
L079132,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill (Turku) Ltd,1501016,EUR
L079133,Ivyridge Engineering,Luxembourg,Esch-sur-Alzette Processing Plant,824520,Ivyridge Engineering,881879,EUR
L079134,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Bellweather Holdings Inc,200965,EUR
L079135,Granwell Works,Belgium,Liege Manufacturing Plant,250166,Granwell Works,3534,EUR
L079136,Brightwell Timber Ltd,France,Marseille Regional Headquarters,2147061,Brightwell Timber Ltd,2978600,EUR
L079137,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,414920,SEK
L079138,Kestrel Materials,Italy,Bologna Freight Hub,648799,Kestrel Materials,429042,EUR
L079139,Tanglewood Auto Parts,Italy,Bologna Regional Headquarters,455679,Tanglewood Auto Parts,529510,EUR
L079140,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth Engineering,637819,SEK
L079141,Caldermill Manufacturing,Finland,Espoo Cold Storage Depot,1233736,Caldermill Manufacturing,5060489,EUR
L079142,Corvain Engineering,France,Lyon Freight Hub,2195539,Corvain Engineering,9691547,EUR
L079143,Granwell Works,Belgium,Ghent Assembly Line Facility,2306406,Granwell Works,4132413,EUR
L079144,Windrose Agritech,Portugal,Braga Freight Hub,153704,Windrose Agritech,214840,EUR
L079145,Cascade Engineering,Poland,Poznan Manufacturing Plant,2035252,Cascade (Krakow) Ltd,2909293,PLN
L079146,Amberfield Holdings,Luxembourg,Esch-sur-Alzette Storage Facility,466304,Amberfield Holdings,719485,EUR
L079147,Hawksmoor Materials,Netherlands,Rotterdam Warehouse,292899,Hawksmoor (Tilburg) Ltd,317854,EUR
L079148,Cascade Engineering,Poland,Wroclaw Office Campus,1284758,Cascade (Krakow) Ltd,1018181,PLN
L079149,Kestrel Industries,Austria,Linz Regional Headquarters,155508,Kestrel Industries,5633,EUR
L079150,Redshaw Materials,Belgium,Ghent Storage Facility,158136,Redshaw Materials,157027,EUR
L079151,Pinehurst Retail Group,Japan,Fukuoka Freight Hub,347548,Pinehurst Retail Group,404148,JPY
L079152,Pemberton Engineering,Sweden,Malmo Distribution Centre,192499,Pemberton Engineering,293782,SEK
L079153,Millbrook Timber Ltd,Canada,Calgary Processing Plant,1496944,Millbrook Timber Ltd,4550311,CAD
L079154,Amberfield Timber Ltd,Sweden,Uppsala Warehouse,666463,Norwich Holdings SA,1814496,SEK
L079155,Ravensworth Engineering,Sweden,Gothenburg Distribution Centre,387082,Ravensworth Engineering,79121,SEK
L079156,Halbrook Supply Co,United States,Tacoma Distribution Centre,235139,Halbrook (Ohio) Ltd,383537,USD
L079157,Oakhaven Construction,Canada,Winnipeg Regional Headquarters,1001156,Oakhaven Construction,1148645,CAD
L079158,Cascade Engineering,Poland,Poznan Manufacturing Plant,2035252,Cascade Engineering,32108,PLN
L079159,Millbrook Timber Ltd,Canada,Winnipeg Regional Headquarters,425208,Millbrook Timber Ltd,584111,CAD
L079160,Oakhaven Materials,Switzerland,Lucerne Regional Headquarters,1144962,Oakhaven Materials,841398,CHF
L079161,Caldermill Manufacturing,Finland,Tampere Assembly Line Facility,394514,Caldermill (Turku) Ltd,485656,EUR
L079162,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,372410,EUR
L079163,Ironwood Manufacturing,Sweden,Gothenburg Freight Hub,248541,Ironwood Manufacturing,736837,SEK
L079164,Thornbury Construction,Poland,Wroclaw Office Campus,805663,Thornbury Construction,546739,PLN
L079165,Heathcote Auto Parts,Switzerland,Lucerne Processing Plant,662805,Caldermill Holdings Group,966720,CHF
L079166,Everholt Textiles,Netherlands,Tilburg Processing Plant,643184,Everholt Textiles,525061,EUR
L079167,Silverlake Materials,Belgium,Antwerp Assembly Line Facility,646178,Silverlake Materials,851316,EUR
L079168,Bellweather Retail Group,Luxembourg,Esch-sur-Alzette Regional Headquarters,1968780,Bellweather Retail Group,2072419,EUR
L079169,Elmsworth Logistics,Poland,Wroclaw Office Campus,234199,Elmsworth Logistics,234765,PLN
L079170,Everholt Supply Co,Finland,Turku Regional Headquarters,533876,Everholt Supply Co,782651,EUR
L079171,Duskwood Logistics,Belgium,Liege Regional Headquarters,1809340,Duskwood Logistics,2194183,EUR
L079172,Underhill Retail Group,Spain,Bilbao Regional Headquarters,214176,Underhill Retail Group,214573,EUR
L079173,Rathmore Agritech,United States,Tacoma Manufacturing Plant,165023,Rathmore Agritech,193097,USD
L079174,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore Agritech,744358,USD
L079175,Fenwick Manufacturing,Spain,Zaragoza Regional Headquarters,466335,Fenwick Manufacturing,702850,EUR
L079176,Thornbury Textiles,Ireland,Waterford Manufacturing Plant,717692,Thornbury Textiles,1157863,EUR
L079177,Ashcombe Foods,Netherlands,Eindhoven Cold Storage Depot,1049550,Greystone Holdings GmbH,1629294,SEK
L079178,Heathcote Logistics,Finland,Espoo Office Campus,798491,Heathcote Logistics,740701,EUR
L079179,Ivyridge Industries,Portugal,Porto Distribution Centre,207679,Ivyridge Industries,166801,PLN
L079180,Ravensworth Logistics,Germany,Stuttgart Cold Storage Depot,310784,Windrose Holdings Group,543162,EUR
L079181,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,1124244,PLN
L079182,Underhill Holdings,Portugal,Porto Processing Plant,1738364,Underhill Holdings,1468603,EUR
L079183,Rathmore Engineering,Austria,Graz Storage Facility,1133249,Rathmore Engineering,885453,EUR
L079184,Quillon Works,Austria,Graz Warehouse,746671,Quillon Works,1267763,EUR
L079185,Bellweather Pharma,Portugal,Braga Regional Headquarters,156515,Bellweather Pharma,151807,EUR
L079186,Kestrel Materials,Italy,Turin Office Campus,193412,Kestrel Materials,325308,EUR
L079187,Grayling Textiles,Finland,Turku Manufacturing Plant,773154,Grayling Textiles,1179525,EUR
L079188,Ironwood Industries,Germany,Essen Regional Headquarters,700222,Solaris Holdings Group,679749,EUR
L079189,Halbrook Logistics,Japan,Osaka Freight Hub,1203839,Halbrook Logistics,1251373,JPY
L079190,Norwich Pharma,Luxembourg,Differdange Freight Hub,292884,Norwich Pharma,196411,EUR
L079191,Ravensworth Engineering,Sweden,Malmo Distribution Centre,366567,Ravensworth (Malmo) Ltd,114812,SEK
L079192,Bellweather Pharma,Portugal,Coimbra Storage Facility,190459,Norwich Holdings SA,170953,SEK
L079193,Tanglewood Logistics,Austria,Salzburg Regional Headquarters,296579,Tanglewood Logistics,341370,EUR
L079194,Ironwood Manufacturing,Sweden,Malmo Storage Facility,625862,Ironwood Manufacturing,565500,SEK
L079195,Corvain Engineering,France,Marseille Manufacturing Plant,373559,Corvain (Marseille) Ltd,618097,EUR
L079196,Grayling Textiles,Finland,Tampere Processing Plant,1440729,Grayling Textiles,1684076,EUR
L079197,Vantage Pharma,Canada,Winnipeg Assembly Line Facility,2312229,Vantage (Calgary) Ltd,7309411,EUR
L079198,Pemberton Pharma,Luxembourg,Differdange Warehouse,1723339,Pemberton (Esch-sur-Alzette) Ltd,2761805,EUR
L079199,Norwich Engineering,Portugal,Porto Manufacturing Plant,637706,Norwich Engineering,601718,EUR
L079200,Nordholt Pharma,Poland,Krakow Assembly Line Facility,621235,Nordholt Pharma,628948,EUR
L079201,Ivyridge Industries,Portugal,Porto Distribution Centre,207679,Zenbridge Holdings Inc,291757,EUR
L079202,Brightwell Industries,Belgium,Ghent Office Campus,463355,Grayling Holdings Inc,648723,USD
L079203,Briarwood Holdings,Poland,Wroclaw Processing Plant,876676,Briarwood Holdings,1409007,PLN
L079204,Elmsworth Engineering,Ireland,Limerick Assembly Line Facility,1115118,Elmsworth Engineering,1578842,EUR
L079205,Kingswell Supply Co,Finland,Turku Manufacturing Plant,318548,Kingswell Supply Co,524524,EUR
L079206,Elmsworth Logistics,Poland,Wroclaw Office Campus,234199,Elmsworth Logistics,189990,PLN
L079207,Rathmore Agritech,United States,Austin Distribution Centre,615819,Rathmore (Ohio) Ltd,664933,USD
L079208,Norwich Engineering,Portugal,Coimbra Assembly Line Facility,1732981,Norwich Engineering,3037218,EUR
L079209,Caldermill Manufacturing,Finland,Turku Distribution Centre,2185544,Caldermill Manufacturing,1843947,EUR
L079210,Rathmore Engineering,Austria,Graz Storage Facility,1133249,Rathmore (Salzburg) Ltd,1231579,EUR
L079211,Juniper Textiles,United States,Denver Freight Hub,727866,Juniper Textiles,1138994,USD
L079212,Grayling Textiles,Finland,Turku Manufacturing Plant,773154,Grayling Textiles,879173,GBP
L079213,Elmsworth Logistics,Poland,Poznan Distribution Centre,349691,Elmsworth Logistics,407341,PLN
L079214,Thornbury Construction,Poland,Wroclaw Office Campus,805663,Thornbury (Krakow) Ltd,1392369,PLN
L079215,Bellweather Retail Group,Luxembourg,Differdange Assembly Line Facility,679063,Bellweather Retail Group,477184,EUR
L079216,Foxglove Timber Ltd,France,Lyon Cold Storage Depot,390566,Foxglove (Lyon) Ltd,402936,EUR
L079217,Redshaw Materials,Belgium,Antwerp Office Campus,1868876,Redshaw Materials,7058600,EUR
L079218,Greystone Auto Parts,France,Marseille Processing Plant,880673,Greystone Auto Parts,1404176,EUR
L079219,Juniper Textiles,United States,Ohio Processing Plant,1432693,Ashcombe Holdings Inc,1650913,USD
L079220,Pinehurst Logistics,Spain,Bilbao Office Campus,227168,Pinehurst Logistics,350689,EUR
L079221,Millbrook Construction,France,Toulouse Distribution Centre,455395,Millbrook Construction,432550,EUR
L079222,Granwell Textiles,United Kingdom,Aberdeen Freight Hub,315292,Granwell (Aberdeen) Ltd,547947,GBP
L079223,Halbrook Logistics,Japan,Nagoya Storage Facility,787518,Halbrook Logistics,774878,JPY
L079224,Nordholt Textiles,United Kingdom,Leeds Freight Hub,860167,Nordholt Textiles,2385622,GBP
